line,character,dialogue,sentiment,entities
100,HAN,"A...Jedi Knight? I--I'm out of it for a little while, everybody gets delusions of grandeur.",-0.16576705257544155,['Jedi Knight']
101,HAN,"I'm all right, pal. I'm all right.",0.6534584921167497,[]
102,LUKE,I must speak with Jabba.,-0.33772304931100194,['Jabba']
103,LUKE,You will take me to Jabba now!,-0.21682509254152338,['Jabba']
104,LUKE,You serve your master well.,0.5256770710064946,[]
105,LUKE,And you will be rewarded.,0.08445797721652015,[]
106,THREEPIO,At last! Master Luke's come to rescue me.,-0.23431785477143863,"[""Master Luke's""]"
107,BIB,Master.,-0.10945930614208832,[]
108,BIB,"...Luke Skywalker, Jedi Knight.",0.1986245810318632,"['Luke Skywalker', 'Jedi Knight']"
109,JABBA,I told you not to admit him.,0.23720139210739277,[]
110,LUKE,I must be allowed to speak.,-0.6356628524625243,[]
111,BIB,He must be allowed to speak.,-0.734546526380661,[]
112,JABBA,You weak-minded fool! He's using an old Jedi mind trick.,-0.021887627881772787,['Jedi']
113,LUKE,You will bring Captain Solo and the Wookiee to me.,0.0798120728817342,['Solo']
114,JABBA,"Your mind powers will not work on me, boy.",-0.014686314536045852,[]
115,LUKE,"Nevertheless, I'm taking Captain Solo and his friends. You can either profit by this... or be destroyed! It's your choice. But I warn you not to underestimate my powers.",-0.030465517565175793,['Solo']
116,THREEPIO,"Master Luke, you're standing on...",0.4180455191765151,['Luke']
117,JABBA,"There will be no bargain, young Jedi. I shall enjoy watching you die.",0.16646132823113624,['Jedi']
118,JABBA,Bascka!,-0.17674476537791617,['Bascka']
119,THREEPIO,"Oh, no! The Rancor!",-0.549472319450097,['Rancor']
120,JABBA,Bring me Solo and the Wookiee. They will all suffer for this outrage.,-0.2273619365701074,[]
121,LUKE,Han!,0.6065054159142211,['Han']
122,HAN,Luke!,0.4424934003111818,['Luke']
123,LUKE,Are you all right?,0.3200727713255367,[]
124,HAN,"Fine. Together again, huh?",-0.07865419524992823,[]
125,LUKE,Wouldn't miss it.,-0.34395465238376355,[]
126,HAN,How are we doing?,-0.46607239631163333,[]
127,LUKE,The same as always.,0.28699242486119414,[]
128,HAN,"That bad, huh? Where's Leia?",-0.47861577630634566,['Leia']
129,LEIA,I'm here.,0.4751373211599099,[]
130,THREEPIO,"Oh, dear. His High Exaltedness, the great Jabba the Hutt, has decreed that you are to be terminated immediately.",-0.42841674894712867,"['High Exaltedness', 'Jabba', 'Hutt']"
131,HAN,"Good, I hate long waits.",0.05538311709600685,[]
132,THREEPIO,"You will therefore be taken to the Dune Sea and cast into the pit of Carkoon, the nesting place of the all-powerful Sarlacc.",-0.3860658251666347,"['the Dune Sea', 'Carkoon', 'Sarlacc']"
133,HAN,Doesn't sound so bad.,-0.7042057434561371,[]
134,THREEPIO,"In his belly, you will find a new definition of pain and suffering, as you are slowly digested over a thousand years.",-0.25154195609879704,['a thousand years']
135,HAN,"On second thought, let's pass on that, huh?",-0.04055487299282445,['second']
136,LUKE,"You should have bargained, Jabba. That's the last mistake you'll ever make.",-0.05798667477607844,['Jabba']
137,HAN,"I think my eyes are getting better. Instead of a big dark blur, I see a big light blur.",-0.17349450850059323,[]
138,LUKE,"There's nothing to see. I used to live here, you know.",-0.07046421686145132,[]
139,HAN,"You're gonna die here, you know. Convenient.",0.42088894552222444,[]
140,LUKE,Just stick close to Chewie and Lando. I've taken care of everything.,0.19006841135032948,"['Chewie', 'Lando']"
141,HAN,Oh... great!,0.48277947604273264,[]
142,JABBA,Soon you will learn to appreciate me.,0.08196288312334943,[]
143,THREEPIO,"Oh, I'm terribly sor... Artoo! What are you doing here?",-0.07218963792915067,['Artoo']
144,THREEPIO,"Well, I can see you're serving drinks, but this place is dangerous. They're going to execute Master Luke and, if we're not careful, us too!",0.0,['Luke']
145,THREEPIO,Hmm.  I wish I had your confidence.,0.10221178529791342,[]
146,THREEPIO,"Victims of the almighty Sarlacc: His Excellency hopes that you will die honorably. But should any of you wish to beg for mercy, the great Jabba the Hutt will now listen to your pleas.",-0.1259278188794657,"['Sarlacc', 'Jabba', 'Hutt']"
147,HAN,"Threepio, you tell that slimy piece of... worm-ridden filth he'll get no such pleasure from us. Right?",-0.1786650269598784,['Threepio']
148,LUKE,Jabba! This is your last chance. Free us or die.,-0.31318171526978533,['Jabba']
149,JABBA,Move him into position.,-0.3616195706629679,[]
150,JABBA,Put him in.,0.024559956078055167,[]
151,LUKE,"Easy, Chewie.",0.38889704687959714,['Chewie']
152,LANDO,Whoa! Whoa! Help!,-0.40497068868246644,[]
153,HAN,"Chewie, you okay? Where is he?",-0.0764862977818237,['Chewie']
154,HAN,"I'm okay, pal.",0.5461123137991857,[]
155,LANDO,Han! Chewie?,0.23021163842771886,"['Han', 'Chewie']"
156,HAN,Lando!,-0.03659644558798614,['Lando']
157,HAN,Boba Fett?! Boba Fett?! Where?,-0.4335645243576638,"['Boba Fett', 'Boba Fett']"
158,HAN,"Lando, grab it!",0.03106107920211243,['Lando']
159,LANDO,Lower it!,-0.4421805858422885,[]
160,HAN,I'm trying!,0.3766692178869122,[]
161,HAN,"Whoa! Whoa! Grab me, Chewie! I'm slipping.",-0.041566164795004745,"['Grab', 'Chewie']"
162,HAN,Grab it! L--Lando. Grab!,-0.0330047357865324,['Lando']
163,HAN,Grab it! Almost... You almost got it!,-0.14105117846484538,[]
164,LANDO,Hold it! Whoa!,-0.2811999043000053,[]
165,HAN,"Gently now. All... all right. Now easy, easy. Hold me, Chewie.",0.09575813964541124,['Chewie']
166,HAN,"Chewie! Chewie, give me the gun. Don't move, Lando.",0.20940602308841028,"['Chewie', 'Chewie', 'Lando']"
167,LANDO,"No, wait! I thought you were blind!",-0.01083028706268685,[]
168,HAN,It's all right. Trust me. Don't move.,-0.1402493716157347,[]
169,LANDO,All right! A little higher! Just a little higher!,-0.11334120201937203,[]
170,HAN,"Chewie, Pull us up! Come on! Okay... up, Chewie, up!",0.021644274149386078,"['Chewie', 'Chewie']"
171,LEIA,Come on. We gotta get out of here quick.,-0.10680936285926257,[]
172,THREEPIO,"Not my eyes! Artoo, help! Quickly, Artoo. Oh! Ohhh! You beast!",-0.30435959431766024,"['Artoo', 'Artoo']"
173,LUKE,Get the gun! Point it at the deck!,0.08676064126581906,[]
174,LUKE,Point it at the deck!,-0.23941897693242598,[]
175,THREEPIO,"Artoo, where are we going? I couldn't possibly jump.",-0.7106516077264253,['Artoo']
176,LUKE,Come on!,0.2933809754476113,[]
177,LUKE,Let's go! And don't forget the droids.,0.10074556823185832,[]
178,LANDO,We're on our way.,0.08125474661079046,[]
179,HAN,I don't know. All I can see is a lot of blowing sand!,-0.10256368751498401,[]
180,LEIA,That's all any of us can see.,0.18452983690100688,[]
181,HAN,Then I guess I'm getting better.,0.45720499284218086,[]
182,HAN,"I've got to hand it to you, kid, you were pretty good out there.",0.15089096674861802,[]
183,LUKE,I had a lot of help. Think nothing of it.,-0.15558861135416246,[]
184,HAN,"No, I'm thinking a lot about it. That carbon freeze was the closest thing to dead there is. And it wasn't just sleepin'. It was a big wide awake nothing!",-0.49366753346396264,[]
185,LUKE,I'll see you back at the fleet.,0.5291571326720657,[]
186,HAN,Why don't you leave that crate and come with us?,0.18274238649409158,[]
187,LUKE,I have a promise I have to keep first... to an old friend.,0.11822829559069836,['first']
188,HAN,"Guess I owe you some thanks, too, Lando.",0.3528001500356539,['Lando']
189,LANDO,"Figured if I left you frozen like that you'd just give me bad luck the rest of my life, so I might as well get you unfrozen sooner or later.",0.13494675657048427,[]
190,LEIA,"He means ""You're welcome.""",0.06543701408557312,[]
191,LANDO,"Come on, let's get off this miserable dust ball.",-0.5399297036561357,[]
192,LUKE,I'll meet you back at the fleet.,0.5249949443288022,[]
193,LEIA,Hurry. The Alliance should be assembled by now.,-0.5383836763067529,['Alliance']
194,LUKE,I will.,0.05886459257278864,[]
195,HAN,"Hey, Luke, thanks. Thanks for comin' after me. Now I owe you one.",0.4184481524745105,['Luke']
196,LUKE,"That's right, Artoo. We're going to the  Dagobah system. I have a promise to keep...  to an old friend.",-0.2419291010293596,['Artoo']
197,EMPEROR,"Rise, my friend.",0.15008794078273158,[]
198,VADER,The Death Star will be completed on schedule.,-0.3661564472888663,['The Death Star']
199,EMPEROR,"You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker.",0.17590457347905963,"['Vader', 'Skywalker']"
200,VADER,"Yes, my Master.",0.22991219134736673,[]
201,EMPEROR,"Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force.",-0.06952140912571814,['Force']
202,VADER,As you wish.,0.5588104656011867,[]
203,EMPEROR,Everything is proceeding as I have foreseen.,-0.518504701164068,[]
204,YODA,Hmm. That face you make. Look I so old to young eyes?,-0.15111788189275477,[]
205,LUKE,No... of course not.,-0.21653177191324402,[]
206,YODA,"I do, yes, I do!  Sick have I become. Old and weak.  When nine hundred years old you reach, look as good you will not. Hmm?",-0.17652259857404884,['nine hundred years old']
207,YODA,"Soon will I rest. Yes, forever sleep. Earned it, I have.",-0.2186865293006175,[]
208,LUKE,"Master Yoda, you can't die.",0.0,['Yoda']
209,YODA,Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things ... the way of the Force.,0.0,"['Twilight', 'night', 'Force']"
210,LUKE,But I need your help. I've come back to complete the training.,0.2223063885271992,[]
211,YODA,No more training do you require. Already know you that which you need.,-0.01769325022324142,[]
212,LUKE,Then I am a Jedi?,0.13565653141427303,['Jedi']
213,YODA,"Ohhh. Not yet. One thing remains: Vader. You must confront Vader. Then, only then, a Jedi will you be. And confront him you will.",-0.18466736801912087,"['One', 'Vader', 'Jedi']"
214,LUKE,Master Yoda... is Darth Vader my father?,-0.372928916104577,"['Yoda', 'Darth Vader']"
215,YODA,Mmm... rest I need. Yes... rest.,-0.04520282409122478,[]
216,LUKE,"Yoda, I must know.",0.12383490996433566,['Yoda']
217,YODA,Your father he is.,0.07602830410076256,[]
218,YODA,"Told you, did he?",0.11195578534149697,[]
219,LUKE,Yes.,-0.23353076685601293,[]
220,YODA,"Unexpected this is, and unfortunate..",-0.48967747644685944,[]
221,LUKE,Unfortunate that I know the truth?,0.1163836288685034,[]
222,YODA,No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.,-0.2988026258779257,[]
223,LUKE,"Well, I'm sorry.",0.3960383546332067,[]
224,YODA,"Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny.",-0.5259184551344274,"['Jedi', 'Force']"
225,YODA,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke...  There is... another...Sky...Sky...walker.",-0.06771742170421158,"['Luke...', 'Luke', 'Jedi', 'Luke', 'Force', 'Luke']"
226,LUKE,"I can't do it, Artoo. I can't go on alone.",-0.25382681806262863,['Artoo']
227,BEN,Yoda will always be with you.,0.14778345717669028,['Yoda']
228,LUKE,Obi-Wan! Why didn't you tell me?,0.22433230606503196,['Obi-Wan']
229,LUKE,You told me Vader betrayed and murdered my father.,0.1155040362269697,['Vader']
230,BEN,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.",-0.13501609567627315,"['Force', 'Anakin Skywalker', 'Darth Vader']"
231,LUKE,A certain point of view!,0.29040407027500437,[]
232,BEN,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view.",-0.04947984838764885,['Luke']
233,BEN,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault.",-0.05579736077381403,['first']
234,BEN,Anakin was a good friend.,0.5595030576426363,[]
235,BEN,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him.  I took it upon myself to train him as a Jedi.  I thought that I could instruct him just as well as Yoda.  I was wrong.  My pride has had terrible consequences for the galaxy.",-0.09668055494887828,"['first', 'Force', 'Jedi', 'Yoda']"
236,LUKE,There's still good in him.,-0.06290274249234207,[]
237,BEN,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.,-0.408659525527987,[]
238,LUKE,"I can't do it, Ben.",-0.029037124360699496,['Ben']
239,BEN,You cannot escape your destiny.,-0.26948274953807405,[]
240,LUKE,I tried to stop him once. I couldn't do it.,-0.38037489021586457,[]
241,BEN,"Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience.  Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared.",0.0,"['Vader', 'first', 'Luke', 'Vader', 'Yoda']"
242,LUKE,But I had to help my friends.,-0.04119225214959066,[]
243,BEN,"And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear.",-0.44216387754087383,[]
244,LUKE,I found out Darth Vader was my father.,-0.37725892972533437,['Darth Vader']
245,BEN,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!",-0.06533460864276863,"['Jedi, Luke', 'Luke', 'Darth Vader']"
246,LUKE,I can't kill my own father.,0.1968999555017934,[]
247,BEN,Then the Emperor has already won. You were our only hope.,-0.2664397274918533,[]
248,LUKE,Yoda spoke of another.,-0.23891812094540454,['Yoda']
249,BEN,The other he spoke of is your twin sister.,0.26126940336054005,[]
250,LUKE,But I have no sister.,-0.15010110104429164,[]
251,BEN,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous.",-0.2167668537698726,['Anakin']
252,LUKE,Leia! Leia's my sister.,-0.031667679526931725,['Leia']
253,BEN,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor.",-0.2965837978993138,['Luke']
254,BEN,"When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible.  So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan.",0.07710602960101509,"['Owen', 'Tatooine', 'Leia', 'Organa', 'Alderaan']"
255,BEN,"The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy.  Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well.  That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause.  That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate.",-0.31086305727141217,"['Organa', 'Leia', 'Alderaan', 'Leia', 'Alliance', 'Empire', 'Rebel', 'Tatooine']"
256,LUKE,"But you can't let her get involved now, Ben. Vader will destroy her.",-0.10780619197420127,"['Ben', 'Vader']"
257,BEN,"She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!",0.014689175898996654,"['Jedi', 'Luke', 'Force', 'Vader']"
258,HAN,"Well, look at you, a general, huh?",0.1329899019096108,[]
259,LANDO,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab.",-0.028923132467128854,['Taanab']
260,HAN,"Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack.",-0.0892481739109432,[]
261,LANDO,I'm surprised they didn't ask you to do it.,0.0,[]
262,HAN,"Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?",0.1690733922747234,[]
263,MON MOTHMA,The Emperor has made a critical error and the time for our attack has come.,-0.3261353868171204,[]
264,MON MOTHMA,"The data brought to us by the Bothan spies pinpoints the exact location of the Emperor's new battle station. We also know that the weapon systems of this Death Star are not yet operational. With the Imperial Fleet spread throughout the galaxy in a vain effort to engage us, it is relatively unprotected. But most important of all, we've learned that the Emperor himself is personally overseeing the final stages of the construction of this Death Star.",-0.1854251874396784,['Bothan']
265,MON MOTHMA,"Many Bothans died to bring us this information. Admiral Ackbar, please.",-0.38956597525293457,"['Bothans', 'Ackbar']"
266,ACKBAR,"You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor.",-0.4945071435362818,"['Moon', 'the Death Star', 'Moon', 'Endor']"
267,ACKBAR,General Calrissian has volunteered to lead the fighter attack,-0.504851683024933,['Calrissian']
268,HAN,Good luck.,0.7442699751170345,[]
269,HAN,You're gonna need it.,0.01784724898202894,[]
270,ACKBAR,General Madine.,-0.5147840824234269,['Madine']
271,GENERAL MADINE,"We have stolen a small Imperial shuttle. Disguised as a cargo ship, and using a secret Imperial code, a strike team will land on the moon and deactivate the shield generator.",-0.4167256379226685,"['Imperial', 'Imperial']"
272,THREEPIO,Sounds dangerous.,-0.9525112335805463,[]
273,LEIA,I wonder who they found to pull that off.,-0.27375976952923176,[]
274,GENERAL MADINE,"General Solo, is your strike team assembled?",-0.1959889061079847,['Solo']
275,HAN,"Uh, my team's ready. I don't have a command crew for the shuttle.",0.0,[]
276,HAN,"Well, it's gonna be rough, pal. I didn't want to speak for you.",-0.08860805541824668,[]
277,HAN,That's one.,0.24296924150103805,[]
278,LEIA,"Uh, General... count me in.",-0.13730186073646555,[]
279,VOICE,"I'm with you, too!",0.6073896515547619,[]
280,LEIA,What is it?,-0.3758638275745827,[]
281,LUKE,Ask me again sometime.,-0.13081769444058056,[]
282,HAN,Luke.,0.08946933141520597,['Luke']
283,LUKE,"Hi, Han... Chewie.",0.45817902213664574,"['Han', 'Chewie']"
284,THREEPIO,"""Exciting"" is hardly the word I would use.",-0.2329715518141442,[]
285,HAN,Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.,0.3000779930795552,[]
